TransactionID,Date,ProductID,ChannelID,Region,UnitsSold,SellPrice,Discount,TradeSpend,CustomerID,GrossSales,NetSales,COGS,Profit
3585441,4/27/2023,6,4,Europe,33,25.92,0.109,1326.37,4680,855.36,762.12576,462.39,-1026.63424
7290924,10/19/2021,2,3,APAC,90,54.14,0.204,1684.66,1834,4872.6,3878.5896,2634.04,-440.1104
8710428,2/1/2023,2,1,India,168,69.25,0.08,2944.54,3630,11634,10703.28,6289.12,1469.62
2161831,3/28/2023,7,3,Latin America,194,105.72,0.165,2138.19,3746,20509.68,17125.5828,11087.15,3900.2428
7731618,1/13/2022,6,2,India,148,157.25,0.103,1516.31,2109,23273,20875.881,12580.95,6778.621
3978058,2/19/2023,7,2,Latin America,197,157.13,0,2122.7,1621,30954.61,30954.61,16733.49,12098.42
2136480,4/30/2023,3,4,APAC,50,170.95,0.173,2457.28,2955,8547.5,7068.7825,4620.62,-9.1175
2849833,12/19/2023,1,4,Latin America,43,149.95,0.04,2586.15,1394,6447.85,6189.936,3485.59,118.196
9103762,5/13/2023,,1,Middle East,103,60.06,0.233,130.01,2948,6186.18,4744.80006,3344.13,1270.66006
4852758,11/18/2023,7,2,Middle East,143,110.96,0.222,1970.62,1591,15867.28,12344.74384,8577.56,1796.56384
6159618,2/28/2021,1,1,China,142,133.21,0.16,1710.01,2768,18915.82,15889.2888,10225.54,3953.7388
5448583,12/13/2022,6,3,Latin America,63,73.29,0.236,1015.32,1027,4617.27,3527.59428,2496.01,16.26428
9863719,10/30/2021,3,1,Latin America,143,100.31,0.082,1418.02,4323,14344.33,13168.09494,7754.28,3995.79494
3487862,11/7/2022,3,4,China,145,185.07,0.09,280.35,3530,26835.15,24419.9865,14506.58,9633.0565
3517162,2/14/2023,7,2,China,97,61.55,0.235,1843.36,2588,5970.35,4567.31775,3227.46,-503.50225
3185846,9/5/2023,,3,Africa,172,173.41,0.024,2103.28,1864,29826.52,29110.68352,16123.66,10883.74352
6134614,3/8/2022,3,1,Latin America,85,176.58,0.153,415.31,4938,15009.3,12712.8771,8113.75,4183.8171
9638349,11/12/2022,4,1,Africa,156,163.13,0.051,667.44,4625,25448.28,24150.41772,13756.87,9726.10772
8735281,4/4/2022,4,3,APAC,34,175.47,0.008,2139.58,2101,5965.98,5918.25216,3225.1,553.57216
9120946,8/27/2023,5,4,Africa,159,48.35,0.136,2061.91,3027,7687.65,6642.1296,4155.8,424.4196
1842848,11/11/2021,5,2,Europe,159,144.92,0.247,2804.73,2003,23042.28,17350.83684,12456.23,2089.87684
3335125,10/13/2021,6,2,India,199,88.88,0.21,1730.64,4897,17687.12,13972.8248,9561.33,2680.8548
6278951,7/30/2023,5,4,China,29,152.62,0.113,115.82,2707,4425.98,3925.84426,2392.6,1417.42426
2999353,8/3/2023,6,4,Middle East,115,102.86,0.033,1743.14,1725,11828.9,11438.5463,6394.48,3300.9263
2791001,10/9/2021,3,3,China,112,61.16,0.212,1944.96,2326,6849.92,5397.73696,3702.94,-250.16304
3479601,6/6/2021,2,3,Middle East,137,124.52,0.211,1978.03,1489,17059.24,13459.74036,9221.91,2259.80036
3361485,2/23/2021,,3,APAC,97,84.4,0.217,2724.9,1755,8186.8,6410.2644,4425.63,-740.2656
7466772,10/21/2022,5,3,Latin America,35,125.87,0.175,1243.22,1610,4405.45,3634.49625,2381.5,9.77625
7686413,9/20/2023,1,4,North America,115,53.36,0.016,198.66,2385,6136.4,6038.2176,3317.22,2522.3376
2868472,7/28/2021,2,2,Latin America,117,136.24,0.201,1112.78,1580,15940.08,12736.12392,8616.91,3006.43392
7601615,5/7/2021,6,4,Middle East,154,52.57,0.012,260.76,2803,8095.78,7998.63064,4376.43,3361.44064
5937240,8/30/2021,7,4,North America,,175.22,0.14,2984.24,2123,30313.06,26069.2316,16386.68,6698.3116
3522249,11/9/2023,7,3,Europe,62,121.46,0.025,1341.84,2280,7530.52,7342.257,4070.86,1929.557
2732405,8/11/2021,4,4,Latin America,51,188.44,0.247,1355.55,3721,9610.44,7236.66132,5195.22,685.89132
2498437,1/24/2021,5,3,Latin America,141,88.83,0.082,1003.88,4073,12525.03,11497.97754,6770.8,3723.29754
8653796,9/15/2023,7,3,Africa,18,18.74,0.003,2895.79,1645,337.32,336.30804,182.35,-2741.83196
9145656,5/19/2023,,1,Europe,112,79.43,0.118,1427.78,2930,8896.16,7846.41312,4809.1,1609.53312
5134933,1/23/2023,,3,Middle East,150,105.87,0.106,391.07,3776,15880.5,14197.167,8584.7,5221.397
9580392,8/20/2023,4,2,Latin America,186,64.68,0.233,1014.42,3506,12030.48,9227.37816,6503.45,1709.50816
1503885,11/25/2022,,4,India,199,17.13,0.107,1199.96,4124,3408.87,3044.12091,1842.77,1.39091
3459867,12/9/2022,2,3,APAC,109,127.12,0.008,2619.34,4492,13856.08,13745.23136,7490.34,3635.55136
3804401,12/7/2021,,2,APAC,1,14.69,0.144,1526.15,4593,14.69,12.57464,7.94,-1521.51536
6539277,5/3/2023,5,2,,172,174.56,0.074,1074.33,3276,30024.32,27802.52032,16230.59,10497.60032
9764840,4/15/2021,6,4,Latin America,1,112.68,0.058,188.98,3728,112.68,106.14456,60.91,-143.74544
5187991,3/10/2021,7,3,Latin America,103,18.81,0.064,80.66,2668,1937.43,1813.43448,1047.34,685.43448
8902442,10/14/2023,3,1,Africa,116,127.36,0.156,2687.56,2109,14773.76,12469.05344,7986.42,1795.07344
8355949,10/5/2021,,3,Africa,158,55.12,0.084,2994.29,2159,8708.96,7977.40736,4707.9,275.21736
4632450,6/23/2022,3,1,North America,93,24.57,0.066,439.21,2450,2285.01,2134.19934,1235.23,459.75934
3816384,5/30/2023,1,2,China,182,67.53,0.062,861.88,1972,12290.46,11528.45148,6643.99,4022.58148
3125887,5/13/2021,7,3,India,133,146.36,0.081,2096.99,3227,19465.88,17889.14372,10522.89,5269.26372
3995747,6/30/2022,,2,Latin America,183,53.43,0.018,439.49,2355,9777.69,9601.69158,5285.64,3876.56158
5904404,6/18/2021,,1,Middle East,198,39.79,0.231,371.54,2228,7878.42,6058.50498,4258.93,1428.03498
5847187,12/5/2023,4,1,Africa,94,160.97,0.131,1064.16,4817,15131.18,13148.99542,8179.63,3905.20542
2119280,10/15/2021,3,1,Africa,178,48.53,0.069,2531.53,1247,8638.34,8042.29454,4669.73,841.03454
9044342,5/17/2023,3,2,North America,199,172.72,0.156,788.61,2106,34371.28,29009.36032,18580.47,9640.28032
5414752,9/30/2022,4,2,APAC,54,102.06,0.222,2847.87,2145,5511.24,4287.74472,2979.27,-1539.39528
9724733,10/17/2022,,1,Middle East,163,131.6,0.092,906.02,3539,21450.8,19477.3264,11595.9,6975.4064
7668956,1/28/2021,5,1,North America,51,31.88,0.068,2221.35,2924,1625.88,1515.32016,878.92,-1584.94984
6686300,2/7/2022,2,3,Europe,108,21.57,0.247,1809.69,4846,2329.56,1754.15868,1259.32,-1314.85132
5272350,11/29/2021,2,1,Africa,141,64.5,0.108,1066.77,1907,9094.5,8112.294,4916.32,2129.204
2072458,7/10/2023,,1,Latin America,108,170.67,0.169,849.25,4522,18432.36,15317.29116,9964.19,4503.85116
7799469,3/15/2022,6,4,Africa,157,99.9,0.065,395.43,3530,15684.3,14664.8205,8478.64,5790.7505
9698912,3/22/2022,6,1,APAC,185,85.49,0.109,1146.91,3398,15815.65,14091.74415,8549.65,4395.18415
4042824,10/10/2022,5,3,Europe,192,87.09,0.061,2840.9,4678,16721.28,15701.28192,9039.21,3821.17192
9811058,11/10/2023,6,4,Latin America,32,11.25,0.089,450.64,4826,360,327.96,194.61,-317.29
4621455,11/18/2022,1,2,India,58,51.8,0.072,469.5,1510,3004.4,2788.0832,1624.12,694.4632
5824233,2/8/2022,3,3,APAC,21,26.73,0.07,731.27,2059,561.33,522.0369,303.44,-512.6731
9504128,7/27/2021,1,2,Middle East,143,80.46,0.159,2787.98,4918,11505.78,9676.36098,6219.81,668.57098
4595884,11/30/2022,3,1,China,97,165.16,0.175,1049.66,1464,16020.52,13216.929,8660.39,3506.879
4708115,7/8/2021,6,2,Africa,163,126.13,0.077,2751.64,2939,20559.19,18976.13237,11113.92,5110.57237
8137304,1/24/2023,1,3,Africa,171,60.66,0.061,2764.55,4701,10372.86,9740.11554,5607.37,1368.19554
6973105,11/6/2021,,2,Middle East,165,82.07,0.049,2680,4420,13541.55,12878.01405,7320.31,2877.70405
7183700,11/19/2023,3,1,Africa,81,155.58,0.062,685.73,2249,12601.98,11820.65724,6812.4,4322.52724
8276588,1/22/2022,1,3,North America,44,124.03,0.102,2224.27,1596,5457.32,4900.67336,2950.13,-273.72664
6186831,2/13/2021,1,2,Africa,97,148.78,0.24,2881.87,3931,14431.66,10968.0616,7801.49,284.7016
1722590,6/26/2022,2,2,India,37,72.61,0.041,1815.22,2072,2686.57,2576.42063,1452.31,-691.10937
8036691,7/27/2021,6,2,Europe,48,147.44,0.119,2241.08,2423,7077.12,6234.94272,3825.76,168.10272
7280443,10/18/2021,,2,Africa,136,79.59,0.209,2979.9,1168,10824.24,8561.97384,5851.38,-269.30616
1502426,3/14/2021,7,4,China,66,137,0.026,2094.36,4563,9042,8806.908,4887.94,1824.608
6204203,6/16/2023,4,2,China,65,160.25,0.009,1256.16,4223,10416.25,10322.50375,5630.83,3435.51375
1172423,11/14/2023,7,1,China,80,36.26,0.048,1587.51,3165,2900.8,2761.5616,1568.12,-394.0684
6454563,5/25/2021,7,1,APAC,56,54.41,0.145,2552.32,4368,3046.96,2605.1508,1647.13,-1594.2992
7728124,6/30/2023,1,2,Latin America,92,102.2,0.206,2385.32,4127,9402.4,7465.5056,5082.76,-2.5744
8753459,12/12/2021,3,1,China,192,10.25,0.024,1970.07,1197,1968,1920.768,1063.86,-1113.162
7795554,5/15/2021,7,3,Europe,128,98.26,0.126,2869.99,3316,12577.28,10992.54272,6799.04,1323.51272
6296228,5/26/2022,3,4,Africa,109,167.63,0.144,1841.6,2476,18271.67,15640.54952,9877.32,3921.62952
6531424,2/11/2021,,1,China,107,67.41,0.249,892.1,2715,7212.87,5416.86537,3899.14,625.62537
4676051,8/1/2021,3,2,Latin America,197,54.62,0.206,402.04,1111,10760.14,8543.55116,5816.73,2324.78116
3325272,9/9/2022,7,3,India,167,42.12,0.081,2137.32,2916,7034.04,6464.28276,3802.47,524.49276
7598355,7/1/2022,4,3,China,28,161.1,0.207,701.6,1047,4510.8,3577.0644,2438.45,437.0144
3667183,3/29/2021,,3,China,185,40.96,0.013,2105.1,3777,7577.6,7479.0912,4096.31,1277.6812
9461543,6/30/2023,3,4,North America,27,57.91,0.047,1485.72,4168,1563.57,1490.08221,845.24,-840.87779
6911429,9/6/2023,5,1,North America,149,59.41,0.062,240.16,3732,8852.09,8303.26042,4785.27,3277.83042
4696719,5/12/2021,1,2,Europe,160,82.75,0.147,218.31,1463,13240,11293.72,7157.3,3918.11
4669567,9/9/2022,7,4,China,73,7.09,0.041,2460.85,1589,517.57,496.34963,279.79,-2244.29037
5106656,7/11/2022,1,2,Middle East,41,109.01,0.115,511.62,4472,4469.41,3955.42785,2416.08,1027.72785
3475818,1/12/2022,6,3,North America,37,135.65,0.101,570.43,1106,5019.05,4512.12595,2713.2,1228.49595
2438410,7/15/2022,5,2,China,144,138.58,0.041,2465.55,2655,19955.52,19137.34368,10787.58,5884.21368
7958808,12/29/2022,,3,Middle East,171,107.1,0.194,247.41,4583,18314.1,14761.1646,9900.26,4613.4946
7448866,4/20/2021,,4,APAC,175,197.08,0.057,944.62,2265,34489,32523.127,18644.11,12934.397
6303966,4/27/2021,3,4,China,92,91.08,0.065,1225.12,1349,8379.36,7834.7016,4529.73,2079.8516
5192913,11/11/2022,3,3,China,96,187.07,0.066,891.04,3562,17958.72,16773.44448,9708.15,6174.25448
1717124,10/16/2022,6,2,Africa,73,173.54,0.183,379.74,3441,12668.42,10350.09914,6848.31,3122.04914
4464000,5/8/2023,3,4,China,1,45.97,0.072,2889.59,4983,45.97,42.66016,24.85,-2871.77984
6429454,5/29/2021,2,4,APAC,67,91.39,0.127,2222.11,2714,6123.13,5345.49249,3310.05,-186.66751
6218449,9/8/2021,2,2,China,1,145.5,0.159,1083.39,1017,145.5,122.3655,78.65,-1039.6745
8714598,2/19/2023,1,1,Africa,143,84.07,0.031,1984.48,3996,12022.01,11649.32769,6498.87,3165.97769
4484329,11/28/2021,4,1,Latin America,157,54.35,0.022,2842.8,3818,8532.95,8345.2251,4612.75,889.6751
1170442,3/14/2021,5,4,Africa,82,103.63,0.075,2252.29,1964,8497.66,7860.3355,4593.68,1014.3655
8169350,6/21/2023,4,3,APAC,116,179.65,0.249,2575.56,1075,20839.4,15650.3894,11265.39,1809.4394
9801510,4/16/2022,,1,Europe,99,150.05,0.147,1638.58,3103,14854.95,12671.27235,8030.31,3002.38235
1559344,3/4/2022,6,1,Latin America,132,70.42,0.056,247.41,1293,9295.44,8774.89536,5024.94,3502.54536
5273200,1/8/2023,5,3,North America,79,20.04,0.21,1133.55,1295,1583.16,1250.6964,855.83,-738.6836
7690750,11/28/2021,1,2,North America,53,11.53,0.211,1253.68,3076,611.09,482.15001,330.34,-1101.86999
1288044,1/29/2023,4,1,Middle East,100,76.01,0.194,758.66,3112,7601,6126.406,4108.96,1258.786
9710326,7/25/2023,1,4,Latin America,86,19.1,0.197,101.84,3334,1642.6,1319.0078,887.96,329.2078
6692672,1/4/2023,5,1,North America,157,116.13,0.19,2017.66,1536,18232.41,14768.2521,9856.1,2894.4921
6294864,11/24/2023,1,1,Europe,5,183.5,0.214,962.77,3739,917.5,721.155,495.98,-737.595
7777564,2/22/2023,2,4,Middle East,37,117.97,0.045,2389.23,1680,4364.89,4168.46995,2359.58,-580.34005
2283123,4/7/2021,6,2,India,71,134.47,0.023,2618.34,4759,9547.37,9327.78049,5161.13,1548.31049
7224010,6/14/2022,6,3,Europe,78,83.1,0.141,1880.86,1397,6481.8,5567.8662,3503.94,183.0662
3967675,12/5/2021,6,4,APAC,114,93.73,0.108,225.44,4757,10685.22,9531.21624,5776.23,3529.54624
7725311,9/26/2021,3,3,APAC,32,117.94,0.155,2278.03,1246,3774.08,3189.0976,2040.2,-1129.1324
6770773,8/24/2021,1,3,APAC,136,41.13,0.12,532.47,2244,5593.68,4922.4384,3023.84,1366.1284
5422072,7/5/2021,6,1,Europe,41,187.8,0.176,2165.65,2365,7699.8,6344.6352,4162.37,16.6152
9568016,3/3/2023,7,1,,92,60.5,0.194,2533.2,3132,5566,4486.196,3008.88,-1055.884
5111868,8/21/2022,1,2,,171,186.89,0.236,339.01,2673,31958.19,24416.05716,17276,6801.04716
9442573,3/11/2023,7,4,Africa,64,194.78,0.228,2814.59,3924,12465.92,9623.69024,6738.84,70.26024
2654927,8/4/2022,7,4,APAC,188,68.62,0.059,1375.08,4254,12900.56,12139.42696,6973.8,3790.54696
7630809,2/4/2022,1,4,APAC,85,194.32,0.17,2724.43,3072,16517.2,13709.276,8928.89,2055.956
1816949,12/28/2023,5,1,China,137,87.43,0.011,1334.26,3347,11977.91,11846.15299,6475.03,4036.86299
5042452,12/4/2023,1,4,China,57,144.4,0.105,636.96,4242,8230.8,7366.566,4449.42,2280.186
3445817,2/21/2022,6,4,India,164,156.63,0.146,2975.37,1966,25687.32,21936.97128,13886.09,5075.51128
7626261,12/23/2021,,3,Africa,32,75.28,0.228,2449.74,2686,2408.96,1859.71712,1302.24,-1892.26288
7939250,3/13/2023,,3,India,195,74.44,0.112,1537.14,3825,14515.8,12890.0304,7846.97,3505.9204
3852396,9/7/2021,,1,China,161,148.78,0.182,339.51,2386,23953.58,19594.02844,12948.86,6305.65844
2718747,5/25/2023,7,3,Europe,168,54.23,0.168,1151.27,3379,9110.64,7580.05248,4925.04,1503.74248
4284300,7/21/2022,4,4,Latin America,110,57.65,0.131,2536.74,3779,6341.5,5510.7635,3428.1,-454.0765
6108236,12/31/2021,7,4,APAC,115,95.54,0.028,2471.69,4159,10987.1,10679.4612,5939.42,2268.3512
2479032,4/18/2022,,4,,115,179.15,0.047,2789.31,4456,20602.25,19633.94425,11137.19,5707.44425
9936391,9/23/2023,4,3,Africa,14,93.18,0.109,757.63,1231,1304.52,1162.32732,705.2,-300.50268
6710247,4/5/2021,1,3,APAC,91,61.07,0.121,1258.34,2048,5557.37,4884.92823,3004.21,622.37823
2696381,1/11/2021,5,1,North America,7,140.71,0.236,1188.87,1577,984.97,752.51708,532.46,-968.81292
8640524,12/25/2021,3,1,Latin America,84,50.14,0.222,1876.94,3930,4211.76,3276.74928,2276.8,-876.99072
8541618,6/27/2022,2,3,Middle East,48,173.75,0.106,58.13,4873,8340,7455.96,4508.45,2889.38
5268838,3/27/2022,,3,North America,73,116.8,0.187,1145.4,4628,8526.4,6931.9632,4609.21,1177.3532
9562267,11/10/2022,1,2,India,106,148.45,0.072,317.12,4513,15735.7,14602.7296,8506.43,5779.1796
2631045,8/6/2021,6,4,China,16,63.97,0.053,689.32,4385,1023.52,969.27344,553.3,-273.34656
2782456,2/5/2022,2,3,APAC,38,89.29,0.169,609.54,2864,3393.02,2819.59962,1834.2,375.85962
1138825,4/9/2021,7,2,India,33,194.9,0.195,2276.75,3761,6431.7,5177.5185,3476.86,-576.0915
9979033,7/15/2021,3,3,,177,25.1,0.159,2555.55,1376,4442.7,3736.3107,2401.64,-1220.8793
4852331,7/17/2023,6,2,,59,120.96,0.061,2825.72,4008,7136.64,6701.30496,3857.93,17.65496
5237650,3/3/2023,6,4,,199,83.83,0.194,2609.12,2011,16682.17,13445.82902,9018.07,1818.63902
